STOP_ID_ANONY,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
3392,3/31/19,4:02:00,2019,March,Sunday,Based on Radio Run,APP,POM,33,SGT,33,O,P,PSB,1,ASSAULT,30,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,COOPERATIVE,19,MALE,WHITE HISPANIC,5.1,190,MED,BRO,BRO,(null),33,C,(null),SAINT NICHOLAS AVENUE && WEST 175 STREET,SAINT NICHOLAS AVENUE,1001799,247298,(null),PBMN,MANHATTAN
3393,3/31/19,4:02:00,2019,March,Sunday,Based on Radio Run,APP,POM,33,SGT,33,(null),P,PSB,1,ASSAULT,30,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,COOPERATIVE,27,MALE,WHITE HISPANIC,5.1,190,MED,BRO,BLK,(null),33,C,(null),SAINT NICHOLAS AVENUE && WEST 175 STREET,SAINT NICHOLAS AVENUE,1001799,247298,(null),PBMN,MANHATTAN
3394,3/31/19,0:00:00,2019,March,Sunday,Based on Radio Run,APP,POM,33,SGT,33,(null),(null),(null),0,CPW,11,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),DE,"COOPERATIVE, CALM",37,MALE,WHITE,6,175,THN,BRO,XXX,(null),33,D,5A,200 HAVEN AVENUE,HAVEN AVENUE,1000198,247911,(null),PBMN,MANHATTAN
3395,4/21/19,3:03:00,2019,April,Sunday,Based on Radio Run,APP,POM,33,SGT,33,(null),P,PSB,1,CPW,1,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,UPSET BUT UNDERSTOOD,(null),FEMALE,BLACK,5.5,110,THN,BRO,BLK,(null),33,A,(null),BROADWAY && WEST 166 STREET,BROADWAY,1000675,245269,(null),PBMN,MANHATTAN
3396,4/22/19,2:20:00,2019,April,Monday,Based on Radio Run,APP,POM,33,SGT,33,O,P,PSB,1,GRAND LARCENY,1,Y,(null),N,Y,GRAND LARCENY,N,(null),Y,(null),(null),(null),N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),#N/A,#N/A,16,MALE,BLACK HISPANIC,5.1,155,THN,BRO,BLK,RED SWEATSUIT,33,A,(null),AMSTERDAM AVENUE && WEST 166 STREET,AMSTERDAM AVENUE,1001466,244840,(null),PBMN,MANHATTAN
3397,4/23/19,14:35:00,2019,April,Tuesday,Based on Radio Run,APP,POM,33,SGT,33,(null),(null),(null),1,BURGLARY,30,Y,(null),Y,N,(null),N,(null),N,(null),S,V,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,56,MALE,BLACK, , ,THN,BRO,GRY,N/A,33,B,(null),636 WEST 158 STREET,WEST 158 STREET,999034,243702,(null),PBMN,MANHATTAN
3398,4/23/19,14:35:00,2019,April,Tuesday,Based on Radio Run,APP,POM,33,SGT,33,(null),(null),(null),1,BURGLARY,30,Y,(null),Y,N,(null),N,(null),N,(null),S,V,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,51,MALE,WHITE,5.1,160,THN,BRO,BLK,N/A,33,B,(null),636 WEST 158 STREET,WEST 158 STREET,999034,243702,(null),PBMN,MANHATTAN
3486,1/1/19,7:10:00,2019,January,Tuesday,Based on C/W on Scene,APP,POM,34,SGT,34,O,(null),(null),1,THEFT OF SERVICES,30,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,ANGRY,21,MALE,BLACK HISPANIC,5.8,160,THN,BRO,BLK,(null),34,D,(null),237 DYCKMAN STREET,DYCKMAN STREET,1004199,254815,(null),PBMN,MANHATTAN
3487,1/8/19,1:09:00,2019,January,Tuesday,Based on Self Initiated,APP,POM,34,SGT,34,(null),(null),(null),0,OTHER,3,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NON-COMPLIANT,(null),MALE,BLACK, , ,THN,BLK,BLK,(null),34,C,(null),WEST 207 STREET && 10 AVENUE,WEST 207 STREET,1006670,254235,(null),PBMN,MANHATTAN
3488,1/9/19,12:00:00,2019,January,Wednesday,Based on C/W on Scene,APP,POM,34,LT,34,O,(null),(null),1,GRAND LARCENY,6,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,TALKATIVE,(null),MALE,BLACK HISPANIC,5.1,130,THN,BRO,BLK,N/A,34,A,(null),1388 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,1002378,248337,(null),PBMN,MANHATTAN
3489,1/9/19,22:49:00,2019,January,Wednesday,Based on Radio Run,APP,POM,136,SGT,136,O,(null),(null),1,BURGLARY,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CONFUSED,41,MALE,WHITE,5.8,150,THN,ZZZ,BLK,RED HOODIE,34,B,(null),213 BENNETT AVENUE,BENNETT AVENUE,1002686,251658,(null),PBMN,MANHATTAN
3490,1/12/19,20:02:00,2019,January,Saturday,Based on Radio Run,APP,POM,862,SGT,862,O,T,Transit,1,GRAND LARCENY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,27,MALE,BLACK HISPANIC,5.7,120,THN,BLK,BLK,BLACK HOODIE,34,A,(null),608 WEST 189 STREET,WEST 189 STREET,1003498,250582,(null),PBMN,MANHATTAN
3491,1/14/19,19:57:00,2019,January,Monday,Based on Radio Run,APP,POM,34,SGT,34,(null),P,PSB,10,BURGLARY,15,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM AND UNDERSTANDING,24,MALE,BLACK,6.1,180,THN,BRO,BLK,(null),34,B,(null),BROADWAY && WEST 192 STREET,BROADWAY,1003049,251819,(null),PBMN,MANHATTAN
3492,1/14/19,19:57:00,2019,January,Monday,Based on Radio Run,APP,POM,34,SGT,34,O,(null),(null),1,BURGLARY,15,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM AND UNDERSTANDING,30,FEMALE,BLACK HISPANIC,5.5,150,MED,ZZZ,BLD,N/A,34,B,(null),WEST 192 STREET && BROADWAY,WEST 192 STREET,1003049,251819,(null),PBMN,MANHATTAN
3493,1/19/19,3:40:00,2019,January,Saturday,Based on Radio Run,APP,POM,34,SGT,34,(null),P,PSB,1,BURGLARY,10,Y,(null),Y,Y,BURGLARY,N,(null),Y,(null),(null),(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),Y,(null),(null),DE,ANNOYED,23,MALE,WHITE HISPANIC,5.6,130,THN,BRO,BLK,(null),34,B,(null),WEST 179 STREET && FORT WASHINGTON AVENUE,WEST 179 STREET,1001135,248705,(null),PBMN,MANHATTAN
3494,2/2/19,8:20:00,2019,February,Saturday,Based on Radio Run,APP,POF,34,SGT,34,(null),(null),(null),1,BURGLARY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,26,MALE,BLACK HISPANIC,6.2,190,MED,BRO,BLK,(null),34,C,(null),120 NAGLE AVENUE,NAGLE AVENUE,1004530,252935,(null),PBMN,MANHATTAN
3495,2/2/19,8:25:00,2019,February,Saturday,Based on Radio Run,APP,POM,33,SGT,33,O,(null),(null),1,ROBBERY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,IRRATIONAL AND POSSIBLY INGESTED UNKNOWN NARCOTICS,35,MALE,WHITE HISPANIC,5.9,190,HEA,BRO,BLK,UNKNOWN,34,A,(null),WEST 180 STREET && AUDUBON AVENUE,WEST 180 STREET,1002828,248248,(null),PBMN,MANHATTAN
3496,2/5/19,11:50:00,2019,February,Tuesday,Based on Radio Run,APP,POF,34,LT,34,(null),P,PSB,1,PETIT LARCENY,40,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),DE,COMPLIANT,43,MALE,BLACK,6.2,185,MED,BRO,BLK,(null),34,A,(null),WEST 181 STREET && SAINT NICHOLAS AVENUE,WEST 181 STREET,1002584,248715,(null),PBMN,MANHATTAN
3497,2/5/19,19:16:00,2019,February,Tuesday,Based on C/W on Scene,APP,POM,34,SGT,34,I,P,PSB,1,CRIMINAL TRESPASS,22,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,AGITATED,34,MALE,WHITE,6,195,MED,GRN,BRO,UNKNOWN,34,A,(null),600 WEST 183 STREET,WEST 183 STREET,1002771,249172,(null),PBMN,MANHATTAN
3498,2/5/19,19:16:00,2019,February,Tuesday,Based on Radio Run,APP,POM,34,SGT,34,I,P,PSB,1,CRIMINAL TRESPASS,22,Y,(null),Y,Y,CRIMINAL POSSESSION OF CONTROLLE,N,(null),Y,(null),(null),(null),N,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,AGITATED,26,FEMALE,WHITE HISPANIC,4.11,130,THN,BRO,RED,"TATTOO - ""EMMA""",34,A,(null),600 WEST 183 STREET,WEST 183 STREET,1002771,249172,(null),PBMN,MANHATTAN
3499,2/12/19,16:15:00,2019,February,Tuesday,Based on Radio Run,APP,POM,34,SGT,34,O,(null),(null),1,CPW,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NORMAL,31,MALE,BLACK HISPANIC,5.8,180,MED,ZZZ,BLK,N/A,34,A,(null),1502 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,1003107,249652,(null),PBMN,MANHATTAN
3500,2/13/19,0:25:00,2019,February,Wednesday,Based on Self Initiated,APP,POM,34,SGT,34,(null),(null),(null),1,CRIMINAL POSSESSION OF MARIHUANA,20,Y,(null),N,N,(null),N,(null),N,(null),(null),V,Y,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,APOLOGETIC,23,MALE,WHITE HISPANIC,6,170,THN,BRO,BLK,(null),34,C,(null),416 WEST 203 STREET,WEST 203 STREET,1006539,253099,(null),PBMN,MANHATTAN
3501,2/15/19,0:30:00,2019,February,Friday,Based on Radio Run,APP,POM,34,SGT,34,I,H,Housing,1,ROBBERY,1,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,Y,(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,MILD,16,MALE,WHITE HISPANIC,5.8,150,MED,BLK,BLK,(null),34,C,LOBBY,3736 10 AVENUE,10 AVENUE,1005769,252599,(null),PBMN,MANHATTAN
3502,2/16/19,23:57:00,2019,February,Saturday,Based on Radio Run,APP,POM,34,SGT,34,(null),(null),(null),1,ROBBERY,5,Y,(null),N,N,(null),N,(null),N,(null),S,(null),Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),DE,CALM/NORMAL,14,MALE,BLACK HISPANIC,5.7,160,HEA,BRO,BLK,(null),34,A,(null),WEST 191 STREET && SAINT NICHOLAS AVENUE,WEST 191 STREET,1003844,250988,(null),PBMN,MANHATTAN
3503,2/18/19,11:45:00,2019,February,Monday,Based on Radio Run,APP,POM,34,SGT,34,(null),A,Trespass Affifavit Progra,1,ASSAULT,10,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,NERVOUS,50,MALE,BLACK HISPANIC,5.1,155,THN,BRO,BRO,(null),34,C,(null),39 POST AVENUE,POST AVENUE,1005360,253775,(null),PBMN,MANHATTAN
3504,2/19/19,18:53:00,2019,February,Tuesday,Based on Self Initiated,APP,POM,34,SGT,34,O,(null),(null),0,ROBBERY,15,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(,(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,UPSET,(null),MALE,WHITE HISPANIC,5.9, ,THN,BLK,BLK,(null),34,A,(null),557 WEST 187 STREET,WEST 187 STREET,1003582,249948,(null),PBMN,MANHATTAN
3505,2/19/19,18:08:00,2019,February,Tuesday,Based on Radio Run,APP,POM,34,SGT,34,O,P,PSB,1,CRIMINAL MISCHIEF,12,Y,(null),N,Y,CRIMINAL MISCHIEF,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,CALM,41,MALE,ASIAN / PACIFIC ISLANDER,5.11,150,THN,BRO,BLK,(null),34,D,(null),5050 BROADWAY,BROADWAY,1007424,256113,(null),PBMN,MANHATTAN
3506,2/19/19,18:54:00,2019,February,Tuesday,Based on Radio Run,APP,POM,34,SGT,34,O,P,PSB,1,ROBBERY,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,SHORTNESS OF BREATH,17,MALE,BLACK HISPANIC,5.6,180,MED,BRO,BLK,N/A,34,A,(null),1548 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,1003397,250175,(null),PBMN,MANHATTAN
3507,2/19/19,18:54:00,2019,February,Tuesday,Based on Radio Run,APP,POM,34,SGT,34,O,P,PSB,1,ROBBERY,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,SHORTNESS OF BREATH AND UPSET,17,MALE,BLACK HISPANIC,5.7,185,MED,BRO,BLK,(null),34,A,(null),1548 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,1003397,250175,(null),PBMN,MANHATTAN
3508,2/18/19,11:35:00,2019,February,Monday,Based on Radio Run,APP,POM,34,SGT,34,I,A,Trespass Affifavit Progra,1,ASSAULT,10,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,UPSET,30,MALE,BLACK HISPANIC,5.9,190,MED,BRO,BRO,(null),34,C,(null),39 POST AVENUE,POST AVENUE,1005360,253775,(null),PBMN,MANHATTAN
3509,2/28/19,0:00:00,2019,February,Thursday,Based on C/W on Scene,APP,POM,34,SGT,34,(null),P,PSB,1,CPW,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,ANGRY,(null),MALE,WHITE HISPANIC,5.7,215,HEA,BRO,BLK,(null),34,D,(null),BROADWAY && WEST 213 STREET,BROADWAY,1007042,255847,(null),PBMN,MANHATTAN
3510,3/3/19,23:15:00,2019,March,Sunday,Based on Radio Run,APP,POM,34,SGT,34,I,P,PSB,0,OTHER,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,UPSET,25,MALE,BLACK HISPANIC,6,250,HEA,BLK,BLD,(null),34,A,(null),1506 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,1003126,249687,(null),PBMN,MANHATTAN
3511,3/8/19,18:45:00,2019,March,Friday,Based on Radio Run,APP,POF,34,SGT,34,I,(null),(null),5,BURGLARY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),#N/A,#N/A,21,FEMALE,WHITE HISPANIC,5.6,150,MED,BRO,BLK,(null),34,A,(null),652 WEST 189 STREET,WEST 189 STREET,1003205,250744,(null),PBMN,MANHATTAN
3512,3/8/19,18:45:00,2019,March,Friday,Based on Radio Run,APP,POF,34,SGT,34,I,(null),(null),5,BURGLARY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),#N/A,#N/A,18,MALE,WHITE HISPANIC,5.11,170,MED,BRO,BLK,(null),34,A,(null),652 WEST 189 STREET,WEST 189 STREET,1003205,250744,(null),PBMN,MANHATTAN
3513,3/8/19,18:45:00,2019,March,Friday,Based on Radio Run,APP,POF,34,SGT,34,I,P,PSB,5,BURGLARY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,AGGRESSIVE,17,MALE,WHITE HISPANIC,5.3,140,MED,BRO,BLK,(null),34,A,(null),652 WEST 189 STREET,WEST 189 STREET,1003205,250744,(null),PBMN,MANHATTAN
3514,3/8/19,18:45:00,2019,March,Friday,Based on Radio Run,APP,POF,34,SGT,34,I,P,PSB,5,BURGLARY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,AGGRESSIVE,20,FEMALE,WHITE HISPANIC,5.5,140,MED,BRO,BLK,(null),34,A,(null),652 WEST 189 STREET,WEST 189 STREET,1003205,250744,(null),PBMN,MANHATTAN
3515,3/9/19,4:50:00,2019,March,Saturday,Based on C/W on Scene,APP,POM,34,SGT,34,(null),P,PSB,3,ASSAULT,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,22,FEMALE,WHITE HISPANIC,5.2,140,MED,BRO,BLK,(null),34,C,(null),DYCKMAN STREET && POST AVENUE,DYCKMAN STREET,1004892,253548,(null),PBMN,MANHATTAN
3516,3/9/19,4:50:00,2019,March,Saturday,Based on Radio Run,APP,POM,34,SGT,34,(null),P,PSB,3,ASSAULT,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,26,FEMALE,BLACK HISPANIC,5.4,257,HEA,BRO,BLK,N/A,34,C,(null),DYCKMAN STREET && POST AVENUE,DYCKMAN STREET,1004892,253548,(null),PBMN,MANHATTAN
3517,3/9/19,4:50:00,2019,March,Saturday,Based on Radio Run,APP,POM,34,SGT,34,O,P,PSB,3,ASSAULT,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),#N/A,#N/A,22,FEMALE,BLACK HISPANIC,5.4,120,THN,BRO,BLK,N/A,34,C,(null),DYCKMAN STREET && POST AVENUE,DYCKMAN STREET,1004892,253548,(null),PBMN,MANHATTAN
3518,3/9/19,1:20:00,2019,March,Saturday,Based on Self Initiated,APP,POM,34,SGT,34,I,(null),(null),1,ROBBERY,4,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),Y,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,SAME AS PRIOR TO STOP.,48,MALE,BLACK HISPANIC,5.11,230,MED,BRO,BLK,BLUE AND WHITE HORIZONTAL STRIPED JACKET,34,A,(null),WEST 193 STREET && SAINT NICHOLAS AVENUE,WEST 193 STREET,1004094,251444,(null),PBMN,MANHATTAN
