STOP_ID_ANONY,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
10766,1/10/19,20:36:00,2019,January,Thursday,Based on Radio Run,APP,POM,102,SGT,102,O,(null),(null),1,ASSAULT,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,AGGITATED,27,MALE,WHITE HISPANIC,6,180,MED,BRO,BLK,GREY SWEATSHIRT,102,D,(null),79 STREET && JAMAICA AVENUE,79 STREET,1022155,191406,(null),PBQS,QUEENS
10767,1/14/19,23:31:00,2019,January,Monday,Based on Radio Run,APP,POM,102,SGT,102,I,P,PSB,1,ROBBERY,7,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),DE,COMPLIANT,31,MALE,WHITE,6,170,THN,BRO,BLK,(null),102,A,(null),135-04 JAMAICA AVENUE,JAMAICA AVENUE,1034919,195239,(null),PBQS,QUEENS
10768,1/26/19,5:05:00,2019,January,Saturday,Based on Radio Run,APP,POM,102,SGT,102,O,P,PSB,1,ROBBERY,40,Y,(null),N,Y,OTHER,N,(null),Y,(null),(null),(null),N,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),DE,CALM,27,MALE,WHITE HISPANIC,5.9,240,HEA,BRO,BLK,ARM: FAITH/CIRCLE,102,B,(null),96 STREET && 89 AVENUE,96 STREET,1026302,191411,(null),PBQS,QUEENS
10769,1/26/19,5:05:00,2019,January,Saturday,Based on Radio Run,APP,POM,102,SGT,102,O,P,PSB,1,ROBBERY,40,Y,(null),Y,N,(null),N,(null),N,(null),S,V,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM COOPERATIVE,39,MALE,WHITE HISPANIC,6,190,MED,BRO,BLK,N/A,102,B,(null),96 STREET && 89 AVENUE,96 STREET,1026302,191411,(null),PBQS,QUEENS
10770,2/1/19,20:29:00,2019,February,Friday,Based on Self Initiated,APP,POM,102,SGT,102,O,(null),(null),1,PETIT LARCENY,12,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,"APP NORMAL, CALM",42,MALE,WHITE HISPANIC,5.6,140,THN,BRO,BLK,BLACK JACKET,102,B,(null),ATLANTIC AVENUE && 83 STREET,ATLANTIC AVENUE,1023577,189049,(null),PBQS,QUEENS
10771,2/1/19,20:29:00,2019,February,Friday,Based on Radio Run,APP,POM,102,SGT,102,O,(null),(null),1,PETIT LARCENY,12,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,"APP NORMAL, CALM",16,MALE,WHITE HISPANIC,5.4,130,THN,BRO,BLK,BLUE JACKET,102,B,(null),ATLANTIC AVENUE && 83 STREET,ATLANTIC AVENUE,1023577,189049,(null),PBQS,QUEENS
10772,2/1/19,20:29:00,2019,February,Friday,Based on Radio Run,APP,POM,102,SGT,102,O,(null),(null),1,PETIT LARCENY,12,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,"APP NORMAL, CALM",19,MALE,WHITE HISPANIC,5.5,130,THN,BRO,BLK,BLACK JACKET,102,B,(null),ATLANTIC AVENUE && 83 STREET,ATLANTIC AVENUE,1023577,189049,(null),PBQS,QUEENS
10773,2/4/19,16:25:00,2019,February,Monday,Based on Radio Run,APP,POM,102,SGT,102,O,(null),(null),0,GRAND LARCENY AUTO,7,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),DE,DISORENTED,20,MALE,WHITE HISPANIC,5.5, ,MED,BRO,BLK,BLACK SWEATSHIRT,102,C,(null),KEW GARDEN ROAD && 127 STREET,KEW GARDEN ROAD,1030953,194101,(null),PBQS,QUEENS
10774,2/14/19,11:30:00,2019,February,Thursday,Based on Radio Run,APP,POF,101,SGT,105,O,P,PSB,20,BURGLARY,20,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),DE,CALM,25,MALE,WHITE HISPANIC,5.8,150,THN,BRO,BRO,(null),102,D,BASEME,74-17 85 ROAD,85 ROAD,1020773,192140,(null),PBQS,QUEENS
10775,3/9/19,16:47:00,2019,March,Saturday,Based on Radio Run,APP,POM,102,SGT,102,O,P,PSB,1,PETIT LARCENY,7,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,INTOXICATED,36,MALE,WHITE HISPANIC,5.9,175,THN,BRO,BRO,"BLACK JACKET, BLUE JEAN, BLACK DUFFLE BAG, SCARF",102,B,(null),98-02 JAMAICA AVENUE,JAMAICA AVENUE,1026582,192464,(null),PBQS,QUEENS
10776,3/5/19,1:10:00,2019,March,Tuesday,Based on Radio Run,APP,POM,102,SGT,102,S,T,Transit,3,CPW,8,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),DE,CALM,22,MALE,BLACK HISPANIC,6,220,MED,BRO,XXX,(null),102,A,(null),JAMAICA AVENUE && 121 STREET,JAMAICA AVENUE,1031724,194504,(null),PBQS,QUEENS
10777,3/28/19,13:54:00,2019,March,Thursday,Based on Radio Run,APP,POM,102,LT,102,O,P,PSB,2,ROBBERY,15,Y,(null),N,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,CRYING,17,MALE,ASIAN / PACIFIC ISLANDER,5.8,180,THN,BRO,BLK,(null),102,B,(null),97-48 82 STREET,82 STREET,1023705,187974,(null),PBQS,QUEENS
10778,4/9/19,23:40:00,2019,April,Tuesday,Based on Radio Run,APP,POM,102,SGT,102,O,(null),(null),2,BURGLARY,9,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,30,MALE,ASIAN / PACIFIC ISLANDER,5.8,145,(null),BRO,BLK,(null),102,A,(null),97-24 124 STREET,124 STREET,1033515,191500,(null),PBQS,QUEENS
10779,4/20/19,2:54:00,2019,April,Saturday,Based on C/W on Scene,APP,POM,102,SGT,102,O,P,PSB,1,CPW,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,COMBATIVE,21,MALE,ASIAN / PACIFIC ISLANDER,5.11,200,MED,BLK,BLK,(null),102,A,(null),89-00 VANWYCK EXPRESSWAY,VANWYCK EXPRESSWAY,1035218,194780,(null),PBQS,QUEENS
10780,4/23/19,16:34:00,2019,April,Tuesday,Based on Self Initiated,APP,POM,102,SGT,102,O,(null),(null),0,GRAND LARCENY AUTO,40,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,COOPERATIVE,21,(null),BLACK HISPANIC,5.8,180,MED,BRO,XXX,(null),102,A,(null),ATLANTIC AVENUE && 125 STREET,ATLANTIC AVENUE,1033374,192651,(null),PBQS,QUEENS
10781,4/25/19,13:20:00,2019,April,Thursday,Based on Self Initiated,APP,POM,102,SGT,102,(null),P,PSB,15,PETIT LARCENY,5,Y,(null),N,N,(null),N,(null),N,(null),S,V,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,45,MALE,BLACK HISPANIC,5.8,170,THN,BRO,BRO,(null),102,B,(null),101 AVENUE && ROCKAWAY BOULEVARD,101 AVENUE,1025304,187988,(null),PBQS,QUEENS
10817,4/13/19,8:21:00,2019,April,Saturday,Based on Radio Run,APP,POF,102,SGT,102,(null),(null),(null),1,GRAND LARCENY AUTO,13,Y,(null),N,Y,GRAND LARCENY AUTO,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,CALM,43,MALE,BLACK,5.8,250,MED,BRO,BLK,(null),102,B,(null),75 STREET && ROCKAWAY BOULEVARD,75 STREET,1021626,189195,(null),PBQS,QUEENS
10819,2/24/19,5:04:00,2019,February,Sunday,Based on Radio Run,APP,POM,102,SGT,102,(null),P,PSB,0,GRAND LARCENY AUTO,10,Y,(null),N,Y,ROBBERY,N,(null),Y,(null),(null),(null),N,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,AGITATED,21,MALE,BLACK,5.9,180,MED,BRO,BLK,"TATTOO PICTURE OF NECKLACE ON UPPER TORSO, SUPERMAN LOGO TATTOO ON LOWER TORSO,",102,D,(null),JAMAICA AVENUE && WOODHAVEN BOULEVARD,JAMAICA AVENUE,1025246,192031,(null),PBQS,QUEENS
10822,2/9/19,7:00:00,2019,February,Saturday,Based on Radio Run,APP,POM,102,SGT,102,O,P,PSB,2,OTHER,10,Y,(null),N,Y,OTHER,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,RELAXED,33,MALE,ASIAN / PACIFIC ISLANDER,6.1,180,THN,BLK,BLK,"GRAY SWEATSHIRT, BLUE JEANS, BLACK SNEAKERS",102,B,(null),86-73 80 STREET,80 STREET,1022501,191372,(null),PBQS,QUEENS
10857,1/2/19,16:05:00,2019,January,Wednesday,Based on Self Initiated,APP,POM,103,SDS,318,(null),P,PSB,1,CPW,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),DE,CALM,31,MALE,BLACK,5.6,150,MED,BRO,BLK,(null),103,C,(null),SUTPHIN BOULEVARD && 109 ROAD,SUTPHIN BOULEVARD,1040379,191092,(null),PBQS,QUEENS
10858,1/6/19,2:48:00,2019,January,Sunday,Based on C/W on Scene,APP,POM,103,SGT,103,(null),P,PSB,1,ROBBERY,10,Y,(null),N,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,CALM,45,MALE,BLACK,6.5,230,U,BRO,BLD,(null),103,D,(null),195 STREET && 100 AVENUE,195 STREET,1049701,197846,(null),PBQS,QUEENS
10859,1/8/19,13:56:00,2019,January,Tuesday,Based on Radio Run,APP,POM,103,SGT,103,I,H,Housing,0,ASSAULT,25,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,44,MALE,BLACK,5.8,150,THN,BRO,BLK,(null),103,D,6B,106-35 159 STREET,159 STREET,1040821,193655,(null),PBQS,QUEENS
10860,1/12/19,10:30:00,2019,January,Saturday,Based on Radio Run,APP,POF,103,SGT,103,O,(null),(null),2,CPW,8,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),DE,COMPLIANT,54,MALE,WHITE,5.9,190,MED,BRO,BLK,BEARD,103,A,(null),PARSONS BOULEVARD && 90 AVENUE,PARSONS BOULEVARD,1039394,196134,(null),PBQS,QUEENS
10861,1/13/19,11:25:00,2019,January,Sunday,Based on Radio Run,APP,POM,103,SGT,103,O,(null),(null),1,CPW,2,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,Y,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),DE,HAPPY,43,MALE,BLACK,5.8,220,HEA,BRO,BLK,THICK BLACK COAT AND GREEN HOODIE,103,D,(null),107-35 BREWER BOULEVARD,BREWER BOULEVARD,1041940,193480,(null),PBQS,QUEENS
10862,1/17/19,13:20:00,2019,January,Thursday,Based on Radio Run,APP,POM,103,SGT,103,(null),(null),(null),1,BURGLARY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),#N/A,#N/A,19,MALE,BLACK,5.9,120,THN,BRO,BLK,"BLACK JACKET,RED HOODIE,BLACK PANTS,WHITE SNEAKER",103,C,(null),SOUTH ROAD && PRINCETON STREET,SOUTH ROAD,1038412,191577,(null),PBQS,QUEENS
10863,1/17/19,13:20:00,2019,January,Thursday,Based on Radio Run,APP,POM,103,SGT,103,(null),(null),(null),1,BURGLARY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),#N/A,#N/A,18,MALE,BLACK,5.9,120,THN,BRO,BLK,"BLACK JACKET, BLACK HOODIE, GRAY PANTS, BLACK SNEAKERS.",103,C,(null),SOUTH ROAD && PRINCETON STREET,SOUTH ROAD,1038412,191577,(null),PBQS,QUEENS
10864,1/22/19,4:30:00,2019,January,Tuesday,Based on Radio Run,APP,POF,103,SGT,103,(null),P,PSB,1,PETIT LARCENY,10,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,"CALM, COOPERATIVE",58,MALE,WHITE HISPANIC,5.6,160,THN,BRO,BLK,NECK TATTOO,103,C,(null),WALTHAM STREET && 101 AVENUE,WALTHAM STREET,1038115,192802,(null),PBQS,QUEENS
10865,1/22/19,18:05:00,2019,January,Tuesday,Based on Radio Run,APP,POM,103,LT,103,O,P,PSB,4,GRAND LARCENY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,13,MALE,BLACK,5.6,150,THN,BLK,BLK,(null),103,A,(null),88-28 172 STREET,172 STREET,1042616,198196,(null),PBQS,QUEENS
10866,1/24/19,1:25:00,2019,January,Thursday,Based on Self Initiated,APP,POM,113,SGT,113,(null),P,PSB,1,CPW,27,Y,(null),N,N,(null),Y,ADMIN,N,(null),S,V,Y,Y,N,(,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),DE,CALM,25,MALE,BLACK,6.1,200,MED,BRO,BLK,(null),103,D,(null),169 PLACE && 109 AVENUE,169 PLACE,1043899,193149,(null),PBQS,QUEENS
10867,1/26/19,1:25:00,2019,January,Saturday,Based on C/W on Scene,APP,POM,103,SGT,103,O,P,PSB,1,ASSAULT,15,Y,(null),N,N,(null),Y,DISORD,Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,COOPERATIVE,28,MALE,ASIAN / PACIFIC ISLANDER,5.8,180,U,BRO,BLK,HAND TATTOOS,103,A,(null),92-54 173 STREET,173 STREET,1043468,196941,(null),PBQS,QUEENS
10868,1/28/19,12:44:00,2019,January,Monday,Based on Radio Run,APP,POF,103,SGT,103,O,(null),(null),1,CPW,11,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),DE,HAPPY,22,MALE,BLACK,5.8,150,THN,BRO,BLK,(null),103,D,(null),177-31 106 AVENUE,106 AVENUE,1045259,195574,(null),PBQS,QUEENS
10869,1/28/19,12:44:00,2019,January,Monday,Based on Radio Run,APP,POF,103,SGT,103,O,(null),(null),1,CPW,11,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,HAPPY,19,MALE,BLACK,5.8,160,THN,BRO,BLK,(null),103,D,(null),177-31 106 AVENUE,106 AVENUE,1045259,195574,(null),PBQS,QUEENS
10870,1/30/19,14:18:00,2019,January,Wednesday,Based on Radio Run,APP,POM,103,SGT,103,O,P,PSB,1,PETIT LARCENY,4,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),DE,AGITATED,18,MALE,BLACK,5.8,165,MED,BRO,BLK,(null),103,A,(null),159-01 JAMAICA AVENUE,JAMAICA AVENUE,1039689,195611,(null),PBQS,QUEENS
10871,1/11/19,17:30:00,2019,January,Friday,Based on Self Initiated,APP,POM,103,SGT,103,(null),P,PSB,1,ROBBERY,30,Y,(null),N,Y,PETIT LARCENY,N,(null),N,(null),S,(null),Y,Y,N,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),#N/A,#N/A,16,MALE,BLACK,5.11,140,THN,BRO,BLK,NA,103,A,(null),JAMAICA AVENUE && 168 STREET,JAMAICA AVENUE,1041773,196691,(null),PBQS,QUEENS
10872,2/8/19,17:00:00,2019,February,Friday,Based on Radio Run,APP,POM,103,SGT,103,(null),P,PSB,1,CRIMINAL MISCHIEF,4,Y,(null),N,Y,CRIMINAL MISCHIEF,N,(null),Y,(null),(null),(null),N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,ARRITATED,27,MALE,BLACK,5.9,160,THN,BRO,BLK,NONE,103,A,(null),89-64 163 STREET,163 STREET,1040246,196789,(null),PBQS,QUEENS
10873,2/11/19,14:10:00,2019,February,Monday,Based on C/W on Scene,APP,POM,103,LT,103,O,(null),(null),1,CRIMINAL TRESPASS,15,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,CALM,30,MALE,WHITE HISPANIC,5.9,150,THN,BRO,BRO,(null),103,A,(null),91-08 172 STREET,172 STREET,1042991,197404,(null),PBQS,QUEENS
10874,2/11/19,14:10:00,2019,February,Monday,Based on C/W on Scene,APP,POM,103,LT,103,O,(null),(null),1,CRIMINAL TRESPASS,15,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,CALM,31,MALE,WHITE HISPANIC,5.8,170,MED,BRO,BLK,(null),103,A,(null),91-08 172 STREET,172 STREET,1042991,197404,(null),PBQS,QUEENS
10875,2/11/19,14:10:00,2019,February,Monday,Based on C/W on Scene,APP,POM,103,LT,103,O,P,PSB,1,CRIMINAL TRESPASS,15,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,CALM,30,FEMALE,WHITE HISPANIC,5.1,200,MED,BRO,BRO,(null),103,A,(null),91-08 172 STREET,172 STREET,1042991,197404,(null),PBQS,QUEENS
10876,2/11/19,14:10:00,2019,February,Monday,Based on C/W on Scene,APP,POM,103,LT,103,(null),P,PSB,1,CRIMINAL TRESPASS,15,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,CALM,29,MALE,WHITE HISPANIC,5.7,150,THN,BRO,BRO,(null),103,A,(null),91-08 172 STREET,172 STREET,1042991,197404,(null),PBQS,QUEENS
10877,2/13/19,15:17:00,2019,February,Wednesday,Based on Self Initiated,APP,POM,103,SDS,318,O,(null),(null),1,CRIMINAL POSSESSION OF MARIHUANA,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),DE,"ABRASIVE, THEN CALM",23,MALE,WHITE HISPANIC,5.1,140,THN,BRO,BLK,(null),103,A,(null),148-25 90 AVENUE,90 AVENUE,1037783,195571,(null),PBQS,QUEENS
